N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
27.0,SK,179200.0,1200.0,-0.67%,200.0,181000.0,181300.0,178300.0
28.0,삼성에스디에스,161500.0,900.0,+0.56%,500.0,162200.0,166000.0,161000.0
29.0,KT&G,94000.0,1200.0,+1.29%,5000.0,93700.0,94400.0,93000.0
30.0,기업은행,14880.0,160.0,+1.09%,5000.0,14790.0,14960.0,14650.0
31.0,크래프톤,239000.0,5000.0,+2.14%,100.0,234500.0,239500.0,231500.0
32.0,SK이노베이션,119800.0,1100.0,-0.91%,5000.0,123100.0,123200.0,119600.0
33.0,SK텔레콤,53100.0,500.0,+0.95%,100.0,52800.0,53300.0,52600.0
34.0,두산에너빌리티,17480.0,450.0,+2.64%,5000.0,17110.0,17790.0,17000.0
35.0,HMM,16250.0,250.0,-1.52%,5000.0,16630.0,16630.0,16060.0
36.0,우리금융지주,14600.0,330.0,+2.31%,5000.0,14290.0,14610.0,14220.0
37.0,에코프로머티,157700.0,3000.0,-1.87%,500.0,160800.0,161000.0,156900.0
38.0,포스코인터내셔널,61100.0,300.0,+0.49%,5000.0,61700.0,61700.0,59500.0
39.0,삼성전기,136900.0,1000.0,+0.74%,5000.0,137300.0,139500.0,136900.0
40.0,HD현대중공업,111100.0,1500.0,-1.33%,5000.0,113300.0,113400.0,110400.0
41.0,KT,38000.0,50.0,+0.13%,5000.0,38150.0,38300.0,37800.0
42.0,SK스퀘어,70300.0,1600.0,-2.23%,100.0,72600.0,72700.0,70000.0
43.0,한미반도체,100100.0,2000.0,+2.04%,100.0,102000.0,102500.0,98000.0
44.0,고려아연,450000.0,4500.0,-0.99%,5000.0,456500.0,456500.0,450000.0
45.0,한화에어로스페이스,183100.0,2200.0,-1.19%,5000.0,185800.0,188000.0,179200.0
46.0,포스코DX,56900.0,1600.0,+2.89%,500.0,56400.0,57000.0,55300.0
47.0,하이브,201500.0,3000.0,-1.47%,500.0,204500.0,205000.0,200000.0
48.0,S-Oil,73800.0,1400.0,-1.86%,2500.0,75400.0,75400.0,73600.0
49.0,대한항공,22200.0,50.0,-0.22%,5000.0,22300.0,22300.0,22150.0
50.0,HD한국조선해양,112900.0,1200.0,-1.05%,5000.0,114500.0,115200.0,112000.0
51.0,KODEX CD금리액티브(합성),1029540.0,95.0,+0.01%,0.0,1029535.0,1029540.0,1029535.0
52.0,한화오션,24250.0,0.0,0.00%,5000.0,24600.0,24600.0,23850.0
53.0,SK바이오팜,93100.0,1600.0,-1.69%,500.0,95100.0,95500.0,92000.0
54.0,KODEX 200,36655.0,170.0,+0.47%,0.0,36625.0,36805.0,36490.0
55.0,TIGER CD금리투자KIS(합성),53965.0,0.0,0.00%,0.0,53965.0,53970.0,53965.0
56.0,금양,123100.0,3500.0,-2.76%,500.0,127300.0,127900.0,122100.0
57.0,삼성중공업,7960.0,110.0,-1.36%,1000.0,8120.0,8150.0,7920.0
58.0,현대글로비스,184400.0,2500.0,-1.34%,500.0,187400.0,189700.0,184300.0
59.0,DB손해보험,96900.0,700.0,+0.73%,500.0,95600.0,98700.0,95100.0
60.0,아모레퍼시픽,112800.0,2100.0,-1.83%,500.0,114900.0,115100.0,112500.0
61.0,한국타이어앤테크놀로지,51600.0,600.0,-1.15%,500.0,52600.0,52800.0,51400.0
62.0,엘앤에프,174400.0,8000.0,+4.81%,500.0,166400.0,174400.0,164300.0
63.0,유한양행,76000.0,800.0,-1.04%,1000.0,77200.0,79500.0,75100.0
64.0,두산로보틱스,89900.0,4000.0,+4.66%,500.0,87000.0,91000.0,85900.0
65.0,현대차2우B,161000.0,3800.0,+2.42%,5000.0,157300.0,161300.0,155200.0
66.0,코스모신소재,176300.0,800.0,+0.46%,1000.0,175600.0,180900.0,172900.0
67.0,맥쿼리인프라,12890.0,70.0,+0.55%,0.0,12830.0,12890.0,12820.0
68.0,카카오페이,40700.0,400.0,-0.97%,500.0,41500.0,41500.0,40400.0
69.0,SK아이이테크놀로지,75200.0,600.0,+0.80%,1000.0,74700.0,75200.0,73300.0
70.0,LG생활건강,342000.0,6000.0,-1.72%,5000.0,351000.0,351000.0,342000.0
71.0,HD현대일렉트릭,147000.0,13500.0,+10.11%,5000.0,134500.0,147600.0,134400.0
72.0,HD현대,65900.0,1300.0,-1.93%,1000.0,67600.0,67600.0,65000.0
73.0,롯데케미칼,119400.0,900.0,-0.75%,5000.0,121000.0,121400.0,119200.0
74.0,넷마블,59300.0,400.0,+0.68%,100.0,59400.0,60000.0,58700.0
75.0,TIGER KOFR금리액티브(합성),104660.0,10.0,+0.01%,0.0,104655.0,104660.0,104655.0
76.0,한국항공우주,51900.0,300.0,-0.57%,5000.0,52500.0,53000.0,51300.0
77.0,삼성엔지니어링,25700.0,1150.0,-4.28%,5000.0,27000.0,27350.0,25600.0
78.0,KODEX KOFR금리액티브(합성),106115.0,10.0,+0.01%,0.0,106110.0,106115.0,106110.0
79.0,미래에셋증권,8060.0,240.0,+3.07%,5000.0,7880.0,8250.0,7830.0
80.0,두산밥캣,48650.0,0.0,0.00%,500.0,48850.0,49900.0,48400.0
81.0,SK바이오사이언스,61300.0,1200.0,-1.92%,500.0,62600.0,62700.0,61200.0
82.0,한화솔루션,26900.0,350.0,-1.28%,5000.0,27300.0,27300.0,26900.0
83.0,LG이노텍,194900.0,1600.0,-0.81%,5000.0,197500.0,198300.0,194900.0
84.0,삼성카드,39350.0,600.0,+1.55%,5000.0,39100.0,39600.0,38800.0
85.0,LG유플러스,10040.0,50.0,-0.50%,5000.0,10140.0,10140.0,10040.0
86.0,현대제철,32750.0,500.0,-1.50%,5000.0,33500.0,33500.0,32700.0
87.0,GS,46850.0,0.0,0.00%,5000.0,47300.0,47300.0,46600.0
88.0,한미약품,336500.0,1500.0,-0.44%,2500.0,339000.0,339000.0,331500.0
89.0,엔씨소프트,196300.0,0.0,0.00%,500.0,196300.0,198800.0,194600.0
90.0,CJ제일제당,283000.0,7000.0,-2.41%,5000.0,292500.0,292500.0,282500.0
91.0,NH투자증권,12840.0,790.0,+6.56%,5000.0,12130.0,13000.0,12110.0
92.0,현대오토에버,150600.0,4300.0,+2.94%,500.0,147000.0,150800.0,146600.0
93.0,SKC,108300.0,1700.0,+1.59%,5000.0,110200.0,115800.0,107100.0
94.0,한진칼,61400.0,2100.0,+3.54%,2500.0,59300.0,61900.0,58700.0
95.0,LG디스플레이,10980.0,50.0,-0.45%,5000.0,11090.0,11160.0,10980.0
96.0,코웨이,53200.0,200.0,+0.38%,500.0,53600.0,53900.0,52700.0
97.0,금호석유,136700.0,1800.0,+1.33%,5000.0,136100.0,137400.0,135800.0
98.0,한국금융지주,69700.0,2400.0,+3.57%,5000.0,67900.0,70400.0,67800.0
99.0,현대차우,159000.0,3000.0,+1.92%,5000.0,156000.0,159000.0,154500.0
100.0,LIG넥스원,172200.0,300.0,-0.17%,5000.0,175000.0,183000.0,170800.0
101.0,현대건설,33250.0,250.0,-0.75%,5000.0,33600.0,33600.0,33250.0
102.0,삼성증권,40850.0,1450.0,+3.68%,5000.0,39550.0,41150.0,39400.0
103.0,오리온,90600.0,300.0,-0.33%,500.0,91100.0,91100.0,90000.0
104.0,강원랜드,16610.0,240.0,-1.42%,500.0,16970.0,16970.0,16610.0
105.0,쌍용C&E,7000.0,0.0,0.00%,100.0,7000.0,7010.0,7000.0
106.0,키움증권,130900.0,6300.0,+5.06%,5000.0,125000.0,134000.0,124100.0
107.0,현대로템,30400.0,400.0,+1.33%,5000.0,30250.0,30600.0,29900.0
108.0,한화시스템,17290.0,150.0,-0.86%,5000.0,17460.0,17660.0,17050.0
109.0,한온시스템,5980.0,40.0,-0.66%,100.0,6080.0,6100.0,5980.0
110.0,LS,98700.0,1100.0,+1.13%,5000.0,97100.0,101900.0,97000.0
111.0,현대해상,33500.0,1200.0,+3.72%,500.0,32400.0,33600.0,32350.0
112.0,롯데지주,28150.0,200.0,-0.71%,200.0,28450.0,28450.0,27800.0
113.0,TIGER 미국나스닥100,106830.0,1185.0,+1.12%,0.0,106650.0,106925.0,106405.0
114.0,KODEX 종합채권(AA-이상)액티브,109905.0,20.0,+0.02%,0.0,109805.0,109905.0,109720.0
115.0,한미사이언스,40550.0,1050.0,+2.66%,500.0,39700.0,40850.0,39300.0
116.0,KODEX 24-12 은행채(AA+이상)액티브,10220.0,5.0,+0.05%,0.0,10215.0,10220.0,10215.0
117.0,한화생명,3190.0,40.0,+1.27%,5000.0,3155.0,3245.0,3145.0
118.0,TIGER 미국S&P500,17000.0,175.0,+1.04%,0.0,16950.0,17010.0,16930.0
119.0,한전기술,72200.0,800.0,-1.10%,200.0,73200.0,75200.0,71800.0
120.0,CJ대한통운,120900.0,500.0,-0.41%,5000.0,123000.0,123100.0,120400.0
121.0,CJ,92000.0,100.0,-0.11%,5000.0,92700.0,93000.0,91100.0
122.0,한국가스공사,28350.0,50.0,+0.18%,5000.0,28350.0,28500.0,28000.0
123.0,F&F,68200.0,700.0,-1.02%,100.0,69000.0,69300.0,67900.0
124.0,JB금융지주,13350.0,250.0,+1.91%,5000.0,13100.0,13380.0,12970.0
125.0,BNK금융지주,7990.0,150.0,+1.91%,5000.0,7910.0,8040.0,7850.0
126.0,LS ELECTRIC,85300.0,4200.0,+5.18%,5000.0,81100.0,87500.0,80900.0
127.0,현대미포조선,62600.0,400.0,-0.63%,5000.0,63700.0,63800.0,62500.0
128.0,KCC,278500.0,4000.0,+1.46%,5000.0,275000.0,281000.0,268000.0
129.0,휠라홀딩스,40050.0,550.0,-1.35%,1000.0,40950.0,41300.0,40050.0
130.0,LG화학우,306000.0,2000.0,+0.66%,5000.0,304000.0,313000.0,302000.0
131.0,호텔신라,59000.0,400.0,-0.67%,5000.0,59500.0,59600.0,58800.0
132.0,팬오션,4280.0,205.0,-4.57%,1000.0,4495.0,4535.0,4270.0
133.0,GS리테일,21700.0,100.0,+0.46%,1000.0,21750.0,21750.0,21450.0
134.0,TIGER 200,36710.0,140.0,+0.38%,0.0,36695.0,36875.0,36565.0
135.0,이수페타시스,35500.0,2000.0,-5.33%,1000.0,38900.0,40350.0,35050.0
136.0,효성중공업,240000.0,8000.0,+3.45%,5000.0,234500.0,244500.0,234000.0
137.0,BGF리테일,126900.0,1400.0,-1.09%,1000.0,128300.0,128900.0,126000.0
138.0,농심,359500.0,1500.0,-0.42%,5000.0,358500.0,362000.0,357500.0
139.0,에스원,57400.0,100.0,-0.17%,500.0,58000.0,58000.0,57300.0
140.0,에이피알,287000.0,35000.0,+13.89%,500.0,255000.0,298000.0,251000.0
141.0,한솔케미칼,191500.0,5500.0,+2.96%,5000.0,187900.0,192000.0,187200.0
142.0,아모레G,26200.0,350.0,-1.32%,500.0,26650.0,26750.0,26150.0
143.0,씨에스윈드,50500.0,1400.0,-2.70%,500.0,51800.0,52200.0,50500.0
144.0,두산,128600.0,13400.0,+11.63%,5000.0,116400.0,130000.0,116300.0
145.0,한화,28250.0,100.0,+0.36%,5000.0,28300.0,28450.0,28000.0
146.0,TIGER 미국필라델피아반도체나스닥,17550.0,165.0,+0.95%,0.0,17510.0,17555.0,17465.0
147.0,제일기획,18170.0,130.0,+0.72%,200.0,18090.0,18170.0,18000.0
148.0,KODEX 200TR,12600.0,60.0,+0.48%,0.0,12570.0,12645.0,12520.0
149.0,롯데쇼핑,72600.0,1400.0,-1.89%,5000.0,74200.0,74200.0,71500.0
150.0,한올바이오파마,39150.0,200.0,+0.51%,500.0,39550.0,41450.0,38100.0
151.0,KODEX 레버리지,18900.0,155.0,+0.83%,0.0,18900.0,19060.0,18740.0
152.0,TIGER 차이나전기차SOLACTIVE,7805.0,15.0,+0.19%,0.0,7795.0,7840.0,7740.0
153.0,이수스페셜티케미컬,358500.0,13000.0,-3.50%,5000.0,370500.0,376500.0,351500.0
154.0,DB하이텍,45100.0,300.0,-0.66%,5000.0,45800.0,45800.0,44850.0
155.0,TIGER 미국테크TOP10 INDXX,17100.0,315.0,+1.88%,0.0,17110.0,17110.0,17020.0
156.0,이마트,69900.0,200.0,-0.29%,5000.0,70400.0,70500.0,69700.0
157.0,OCI홀딩스,97900.0,1000.0,+1.03%,5000.0,97000.0,98500.0,96400.0
158.0,영원무역,42650.0,50.0,-0.12%,500.0,42650.0,42950.0,42400.0
159.0,롯데에너지머티리얼즈,39900.0,350.0,+0.88%,500.0,39950.0,40950.0,39400.0
160.0,동원산업,38700.0,150.0,-0.39%,1000.0,39200.0,39200.0,38250.0
161.0,동서,17510.0,40.0,-0.23%,500.0,17640.0,17640.0,17470.0
162.0,금호타이어,5910.0,130.0,-2.15%,5000.0,6070.0,6070.0,5810.0
163.0,한전KPS,37500.0,100.0,+0.27%,200.0,37400.0,38300.0,37250.0
164.0,TCC스틸,63800.0,3200.0,-4.78%,1000.0,68000.0,68000.0,63800.0
165.0,HD현대인프라코어,8320.0,460.0,+5.85%,1000.0,7900.0,8380.0,7850.0
166.0,KBSTAR 머니마켓액티브,51855.0,10.0,+0.02%,0.0,51850.0,51855.0,51845.0
167.0,현대엘리베이,41900.0,1250.0,+3.08%,5000.0,40600.0,42450.0,40600.0
168.0,신세계,166000.0,100.0,-0.06%,5000.0,167100.0,167100.0,165600.0
169.0,한국앤컴퍼니,17080.0,160.0,-0.93%,500.0,17410.0,17440.0,17000.0
170.0,오뚜기,392000.0,2500.0,-0.63%,5000.0,394500.0,395000.0,390500.0
171.0,현대위아,56700.0,600.0,-1.05%,5000.0,57400.0,57700.0,56500.0
172.0,대우건설,3695.0,75.0,-1.99%,5000.0,3760.0,3780.0,3685.0
173.0,DGB금융지주,9070.0,80.0,+0.89%,5000.0,9000.0,9150.0,8960.0
174.0,효성첨단소재,340500.0,5000.0,-1.45%,5000.0,346500.0,348000.0,338500.0
175.0,덴티움,136900.0,600.0,-0.44%,500.0,137500.0,139000.0,135700.0
176.0,HL만도,32250.0,500.0,-1.53%,1000.0,32950.0,32950.0,32200.0
177.0,에스엘,31900.0,50.0,-0.16%,500.0,31950.0,32250.0,31500.0
178.0,KG모빌리티,7920.0,120.0,-1.49%,5000.0,8130.0,8210.0,7870.0
179.0,종근당,110900.0,200.0,-0.18%,2500.0,112200.0,112500.0,110300.0
180.0,SK네트웍스,6180.0,10.0,-0.16%,2500.0,6230.0,6250.0,6170.0
181.0,KODEX 200선물인버스2X,2145.0,15.0,-0.69%,0.0,2140.0,2165.0,2120.0
182.0,에스디바이오센서,11690.0,440.0,+3.91%,500.0,11490.0,11940.0,11370.0
183.0,코스모화학,37150.0,600.0,+1.64%,1000.0,36850.0,37350.0,35950.0
184.0,녹십자,120600.0,1600.0,-1.31%,5000.0,122000.0,122300.0,120300.0
185.0,SK가스,152500.0,100.0,-0.07%,5000.0,152600.0,153700.0,152000.0
186.0,삼양식품,186800.0,3700.0,-1.94%,5000.0,192000.0,193300.0,186000.0
187.0,하이트진로,19990.0,260.0,-1.28%,5000.0,20300.0,20350.0,19930.0
188.0,삼아알미늄,94700.0,900.0,+0.96%,500.0,94700.0,96700.0,92400.0
189.0,더존비즈온,45300.0,2600.0,+6.09%,500.0,43150.0,46150.0,43000.0
190.0,솔루엠,27200.0,0.0,0.00%,500.0,27550.0,27700.0,27000.0
191.0,TIGER 2차전지테마,26390.0,20.0,+0.08%,0.0,26405.0,26570.0,26260.0
192.0,대웅제약,116600.0,600.0,-0.51%,2500.0,118300.0,118300.0,116000.0
193.0,코리안리,8150.0,110.0,+1.37%,500.0,8050.0,8180.0,8040.0
194.0,DL이앤씨,34200.0,0.0,0.00%,5000.0,34400.0,34600.0,33950.0
195.0,KBSTAR 200,36940.0,175.0,+0.48%,0.0,36895.0,37095.0,36800.0
196.0,두산퓨얼셀,19820.0,70.0,+0.35%,100.0,19770.0,20250.0,19700.0
197.0,GS건설,15110.0,10.0,+0.07%,5000.0,15200.0,15210.0,15060.0
198.0,KODEX 삼성그룹,9655.0,20.0,+0.21%,0.0,9665.0,9700.0,9610.0
199.0,LX세미콘,78400.0,600.0,+0.77%,500.0,77900.0,78500.0,77100.0
200.0,효성티앤씨,293500.0,500.0,+0.17%,5000.0,294000.0,297500.0,292500.0
201.0,동원시스템즈,43650.0,1200.0,-2.68%,5000.0,47000.0,48450.0,43650.0
202.0,영원무역홀딩스,92100.0,500.0,-0.54%,500.0,92700.0,92700.0,91000.0
203.0,TIGER MSCI Korea TR,15570.0,65.0,+0.42%,0.0,15555.0,15655.0,15530.0
204.0,풍산,44450.0,850.0,-1.88%,5000.0,45300.0,45750.0,44300.0
205.0,TIGER TOP10,12215.0,5.0,+0.04%,0.0,12245.0,12310.0,12135.0
206.0,롯데정밀화학,47450.0,100.0,-0.21%,5000.0,47750.0,47800.0,47300.0
207.0,KODEX 2차전지산업,22515.0,65.0,+0.29%,0.0,22480.0,22650.0,22330.0
208.0,효성,57800.0,100.0,+0.17%,5000.0,58000.0,58200.0,57600.0
209.0,현대백화점,51000.0,400.0,+0.79%,5000.0,50700.0,51400.0,50300.0
210.0,SK케미칼,68300.0,0.0,0.00%,5000.0,68300.0,69000.0,67700.0
211.0,대웅,20150.0,300.0,-1.47%,500.0,20500.0,20700.0,20100.0
212.0,롯데웰푸드,123800.0,500.0,-0.40%,500.0,125200.0,125200.0,123600.0
213.0,롯데칠성,125600.0,1100.0,+0.88%,500.0,124600.0,126400.0,123500.0
214.0,한샘,49500.0,700.0,-1.39%,1000.0,50700.0,50800.0,49500.0
215.0,코스맥스,102500.0,200.0,-0.19%,500.0,102700.0,105600.0,101600.0
216.0,대한전선,9300.0,340.0,+3.79%,1000.0,9020.0,9350.0,8920.0
217.0,KBSTAR 종합채권(A-이상)액티브,101980.0,155.0,+0.15%,0.0,101775.0,101995.0,101740.0
218.0,대덕전자,23350.0,200.0,-0.85%,500.0,23750.0,23850.0,23000.0
219.0,SK리츠,4230.0,20.0,+0.48%,500.0,4190.0,4240.0,4150.0
220.0,세방전지,80200.0,300.0,-0.37%,500.0,80500.0,81300.0,79500.0
221.0,KODEX 단기채권PLUS,109850.0,25.0,+0.02%,0.0,109835.0,109850.0,109835.0
222.0,HDC현대산업개발,16790.0,10.0,-0.06%,5000.0,16900.0,17000.0,16070.0
223.0,HD현대건설기계,55800.0,4500.0,+8.77%,5000.0,51700.0,55800.0,51100.0
224.0,KODEX Top5PlusTR,22390.0,205.0,+0.92%,0.0,22390.0,22530.0,22240.0
225.0,하나투어,65100.0,700.0,-1.06%,500.0,65800.0,66400.0,64900.0
226.0,율촌화학,41800.0,1950.0,-4.46%,500.0,44500.0,44500.0,41100.0
227.0,KODEX 코스닥150레버리지,12610.0,80.0,-0.63%,0.0,12780.0,12800.0,12325.0
228.0,LX인터내셔널,26600.0,50.0,+0.19%,5000.0,26750.0,26800.0,26450.0
229.0,코오롱인더,37400.0,300.0,-0.80%,5000.0,37900.0,38000.0,37000.0
230.0,한국콜마,43500.0,750.0,-1.69%,500.0,44400.0,44450.0,43250.0
231.0,다우기술,22550.0,500.0,+2.27%,500.0,22300.0,22800.0,21850.0
232.0,더블유게임즈,46600.0,0.0,0.00%,500.0,47000.0,47000.0,46300.0
233.0,동양생명,6200.0,20.0,+0.32%,5000.0,6180.0,6280.0,6130.0
234.0,한화투자증권,4590.0,75.0,+1.66%,5000.0,4480.0,4590.0,4440.0
235.0,롯데렌탈,26700.0,100.0,-0.37%,5000.0,26850.0,26900.0,26600.0
236.0,DL,45750.0,150.0,-0.33%,5000.0,45850.0,46400.0,44850.0
237.0,메리츠 KIS CD금리투자 ETN,51795.0,5.0,+0.01%,0.0,51800.0,51800.0,51795.0
238.0,DS단석,158300.0,3400.0,-2.10%,500.0,161400.0,164100.0,157700.0
239.0,솔루스첨단소재,13180.0,20.0,+0.15%,100.0,13160.0,13220.0,12880.0
240.0,ACE 미국30년국채액티브(H),8730.0,80.0,-0.91%,0.0,8725.0,8730.0,8710.0
241.0,보령,13190.0,450.0,+3.53%,500.0,12750.0,13370.0,12750.0
242.0,영풍,488000.0,1500.0,-0.31%,5000.0,494000.0,495000.0,488000.0
243.0,ESR켄달스퀘어리츠,4210.0,30.0,-0.71%,1000.0,4240.0,4250.0,4180.0
244.0,오리온홀딩스,14300.0,10.0,+0.07%,500.0,14430.0,14430.0,14250.0
245.0,대신증권,17440.0,320.0,+1.87%,5000.0,17100.0,17550.0,17040.0
246.0,케이씨텍,42200.0,2100.0,-4.74%,500.0,44900.0,45700.0,40950.0
247.0,제주항공,10900.0,40.0,+0.37%,1000.0,10830.0,11060.0,10810.0
248.0,아이에스동서,28450.0,100.0,+0.35%,500.0,28500.0,28900.0,28150.0
249.0,세아제강지주,210000.0,3500.0,-1.64%,5000.0,214000.0,214000.0,206500.0
250.0,롯데손해보험,2765.0,5.0,-0.18%,1000.0,2770.0,2840.0,2745.0
251.0,NHN,25400.0,400.0,+1.60%,500.0,24950.0,25500.0,24850.0
252.0,대한유화,130900.0,500.0,-0.38%,5000.0,131800.0,132300.0,130400.0
253.0,이노션,21250.0,200.0,-0.93%,500.0,21450.0,21550.0,21150.0
254.0,세아베스틸지주,23650.0,200.0,-0.84%,5000.0,24100.0,24100.0,23400.0
255.0,일진하이솔루스,23350.0,150.0,+0.65%,500.0,23200.0,23600.0,23100.0
256.0,ACE 미국S&P500,17170.0,170.0,+1.00%,0.0,17165.0,17185.0,17110.0
257.0,TIGER 단기채권액티브,53510.0,5.0,+0.01%,0.0,53505.0,53515.0,53505.0
258.0,KODEX 미국S&P500TR,15415.0,150.0,+0.98%,0.0,15395.0,15430.0,15355.0
259.0,태광산업,755000.0,0.0,0.00%,5000.0,748000.0,772000.0,746000.0
260.0,SK디스커버리,43800.0,600.0,+1.39%,5000.0,43250.0,44150.0,42950.0
261.0,명신산업,15870.0,40.0,-0.25%,500.0,16040.0,16040.0,15730.0
262.0,아시아나항공,11150.0,130.0,-1.15%,5000.0,11370.0,11380.0,11120.0
263.0,제이알글로벌리츠,4195.0,15.0,-0.36%,1000.0,4225.0,4225.0,4175.0
264.0,미래에셋생명,4650.0,125.0,+2.76%,5000.0,4520.0,4735.0,4515.0
265.0,한일시멘트,11880.0,10.0,-0.08%,500.0,11780.0,12020.0,11780.0
266.0,TKG휴켐스,19930.0,70.0,-0.35%,1000.0,20100.0,20100.0,19930.0
267.0,미원상사,171100.0,600.0,+0.35%,500.0,170500.0,171400.0,170000.0
268.0,TIGER 24-12 금융채(AA-이상),50850.0,5.0,+0.01%,0.0,50855.0,50855.0,50845.0
269.0,후성,8600.0,170.0,-1.94%,500.0,8780.0,8780.0,8570.0
270.0,KODEX 코스닥150,14750.0,50.0,-0.34%,0.0,14855.0,14865.0,14555.0
271.0,해성디에스,47650.0,1100.0,-2.26%,5000.0,49100.0,49300.0,46950.0
272.0,넥센타이어,8250.0,90.0,+1.10%,500.0,8210.0,8310.0,8100.0
273.0,롯데리츠,3300.0,5.0,-0.15%,500.0,3305.0,3310.0,3260.0
274.0,DN오토모티브,80200.0,300.0,+0.38%,500.0,80000.0,81200.0,79400.0
275.0,삼성화재우,249500.0,3000.0,+1.22%,500.0,246500.0,250500.0,246000.0
276.0,TIGER 200 IT,33755.0,30.0,-0.09%,0.0,33920.0,34035.0,33680.0
277.0,녹십자홀딩스,16800.0,120.0,-0.71%,500.0,16960.0,16970.0,16660.0
278.0,OCI,86800.0,1800.0,+2.12%,5000.0,85900.0,88100.0,85500.0
279.0,한세실업,19340.0,180.0,+0.94%,500.0,19450.0,19770.0,19250.0
280.0,SK오션플랜트,12980.0,170.0,-1.29%,500.0,13160.0,13200.0,12920.0
281.0,JW중외제약,32900.0,300.0,-0.90%,2500.0,33250.0,33400.0,32650.0
282.0,TIGER 2차전지소재Fn,8205.0,20.0,+0.24%,0.0,8230.0,8280.0,8165.0
283.0,GKL,12210.0,90.0,-0.73%,500.0,12280.0,12330.0,12180.0
284.0,TIGER 24-04 회사채(A+이상)액티브,52000.0,5.0,-0.01%,0.0,52000.0,52010.0,51995.0
285.0,드림텍,10910.0,230.0,-2.06%,100.0,11200.0,11260.0,10650.0
286.0,LG전자우,43650.0,200.0,-0.46%,5000.0,44050.0,44300.0,43450.0
287.0,KODEX 반도체,38730.0,150.0,-0.39%,0.0,39405.0,39420.0,38400.0
288.0,동아쏘시오홀딩스,117100.0,400.0,-0.34%,5000.0,117500.0,117500.0,114900.0
289.0,경동나비엔,50100.0,2100.0,-4.02%,1000.0,52200.0,52200.0,49450.0
290.0,KG스틸,7140.0,50.0,-0.70%,5000.0,7250.0,7280.0,7120.0
291.0,애경케미칼,14490.0,400.0,-2.69%,500.0,14890.0,14890.0,14310.0
292.0,KODEX 미국나스닥100TR,15930.0,180.0,+1.14%,0.0,15905.0,15945.0,15865.0
293.0,롯데관광개발,9190.0,150.0,+1.66%,500.0,9130.0,9280.0,9070.0
294.0,CJ CGV,5710.0,50.0,-0.87%,500.0,5740.0,5810.0,5690.0
295.0,동아에스티,81100.0,2900.0,-3.45%,5000.0,83300.0,83800.0,78300.0
296.0,TIGER Fn반도체TOP10,11780.0,50.0,-0.42%,0.0,12000.0,12000.0,11645.0
297.0,ACE 미국나스닥100,18355.0,205.0,+1.13%,0.0,18305.0,18370.0,18280.0
298.0,한국단자,65800.0,400.0,+0.61%,500.0,65400.0,66700.0,65200.0
299.0,쏘카,20750.0,50.0,-0.24%,100.0,20600.0,21000.0,19970.0
